-34.893509, -56.244657
-34.894636, -56.244228
-34.895762, -56.244614
-34.895762, -56.245730
-34.896149, -56.247489
-34.896114, -56.248691
-34.896044, -56.250322
-34.896994, -56.254442
-34.898331, -56.256201
-34.899810, -56.258605
-34.901675, -56.257789
-34.903787, -56.256845
-34.905511, -56.256974
-34.906145, -56.259849
-34.905652, -56.260922
-34.904667, -56.259849
-34.903752, -56.260707
-34.902731, -56.262038
-34.902238, -56.264141
-34.902203, -56.265128
-34.901640, -56.266029
-34.901851, -56.267316
-34.900725, -56.268561
-34.899387, -56.268046
-34.898543, -56.270063
-34.898261, -56.272123
-34.900302, -56.274569
-34.901323, -56.274655
-34.901042, -56.276886
-34.899563, -56.279118
-34.898226, -56.277745
-34.896184, -56.279333
-34.894565, -56.280963
-34.894636, -56.282508
-34.895903, -56.283410
-34.897170, -56.285169
-34.897803, -56.286113
-34.899071, -56.285255
-34.899634, -56.286371
-34.899071, -56.289246
-34.898226, -56.288989
-34.897099, -56.287315
-34.895410, -56.288903
-34.894389, -56.289718
-34.894178, -56.291006
-34.895199, -56.291392
-34.896220, -56.292508
-34.895410, -56.293323
-34.893685, -56.294525
-34.893228, -56.296756
-34.895304, -56.305296
-34.896325, -56.306026
-34.897522, -56.306841
-34.896642, -56.307786
-34.896923, -56.309459
-34.898402, -56.310189
-34.899986, -56.311047
-34.901077, -56.311047
-34.901886, -56.309330
-34.902942, -56.309116
-34.903435, -56.310618
-34.904315, -56.311519
-34.904772, -56.312850
-34.904702, -56.313965
-34.904280, -56.315639
-34.902520, -56.314738
-34.902133, -56.313837
-34.901006, -56.314867
-34.897979, -56.316755
-34.896888, -56.318815
-34.895023, -56.320403
-34.894319, -56.322033
-34.893298, -56.324823
-34.891749, -56.325810
-34.890834, -56.329286
-34.891186, -56.331604
-34.890130, -56.332419
-34.889074, -56.331217
-34.887243, -56.332977
-34.886082, -56.334093
-34.883617, -56.331990
-34.878759, -56.334393
-34.874217, -56.335466
-34.872915, -56.338341
-34.871612, -56.339543
-34.870098, -56.341989
-34.870415, -56.345165
-34.869288, -56.348298
-34.866788, -56.351216
-34.868690, -56.353362
-34.868725, -56.355507
-34.866401, -56.356623
-34.866682, -56.359198
-34.866260, -56.361516
-34.865661, -56.363060
-34.866190, -56.364176
-34.866013, -56.365378
-34.865485, -56.367910
-34.863795, -56.367095
-34.862880, -56.369154
-34.862422, -56.373661
-34.861577, -56.375506
-34.860344, -56.376965
-34.858689, -56.376193
-34.857527, -56.377223
-34.857597, -56.380141
-34.855520, -56.381557
-34.853372, -56.381643
-34.851751, -56.383231
-34.851998, -56.385205
-34.850308, -56.388295
-34.847807, -56.389797
-34.846011, -56.389925
-34.844778, -56.393101
-34.843721, -56.397049
-34.844074, -56.399410
-34.842630, -56.400440
-34.842031, -56.404173
-34.842313, -56.406920
-34.841502, -56.410182
-34.840094, -56.413357
-34.839777, -56.415160
-34.839248, -56.419494
-34.837452, -56.421168
-34.837522, -56.423786
-34.835092, -56.426361
-34.834493, -56.428893
-34.831816, -56.429150
-34.827941, -56.431038
-34.827307, -56.426876
-34.822621, -56.421468
-34.822551, -56.418507
-34.820085, -56.416876
-34.819098, -56.413829
-34.816350, -56.408937
-34.812369, -56.406448
-34.810078, -56.404173
-34.808387, -56.405504
-34.806590, -56.402156
-34.805568, -56.398981
-34.803982, -56.394174
-34.802044, -56.392415
-34.800705, -56.389368
-34.798732, -56.389625
-34.797639, -56.387522
-34.798027, -56.380355
-34.798767, -56.374691
-34.799366, -56.366966
-34.798908, -56.363103
-34.796194, -56.362202
-34.795243, -56.360400
-34.794644, -56.357653
-34.792459, -56.357095
-34.790908, -56.354778
-34.789075, -56.355035
-34.788088, -56.356151
-34.786467, -56.355808
-34.785374, -56.354091
-34.782449, -56.356709
-34.781427, -56.361902
-34.781885, -56.365163
-34.783471, -56.368897
-34.784881, -56.372459
-34.785022, -56.376193
-34.783083, -56.379712
-34.780651, -56.383574
-34.777761, -56.386063
-34.776245, -56.389625
-34.774342, -56.393316
-34.773566, -56.396062
-34.772579, -56.399410
-34.772297, -56.405890
-34.770147, -56.414044
-34.765740, -56.423399
-34.761509, -56.429493
-34.751425, -56.455157
-34.657092, -56.455157
-34.657092, -55.859320
-34.795912, -55.859320
