-34.795912, -55.859320
-34.797604, -55.872366
-34.802291, -55.885713
-34.811241, -55.904982
-34.821388, -55.924466
-34.834211, -55.946481
-34.835726, -55.948155
-34.836149, -55.950172
-34.837241, -55.954120
-34.839882, -55.957725
-34.841397, -55.959656
-34.842313, -55.962832
-34.846011, -55.969312
-34.851118, -55.977767
-34.856787, -55.987294
-34.863936, -55.998881
-34.867633, -56.005361
-34.873971, -56.015489
-34.876893, -56.019652
-34.877668, -56.021926
-34.877773, -56.023686
-34.880590, -56.030080
-34.886539, -56.042140
-34.890130, -56.050508
-34.893016, -56.056216
-34.895445, -56.059778
-34.897451, -56.062052
-34.898895, -56.063511
-34.899211, -56.064456
-34.899423, -56.065400
-34.899599, -56.066473
-34.899845, -56.067460
-34.899282, -56.068361
-34.899071, -56.069691
-34.899528, -56.070292
-34.899775, -56.071579
-34.898191, -56.073124
-34.897733, -56.074841
-34.898015, -56.076944
-34.899035, -56.078703
-34.900267, -56.080463
-34.900619, -56.082222
-34.898719, -56.082780
-34.896607, -56.083682
-34.895762, -56.086042
-34.895973, -56.088789
-34.895621, -56.090462
-34.896184, -56.093123
-34.896677, -56.094668
-34.897275, -56.095655
-34.897346, -56.096771
-34.897099, -56.097929
-34.897522, -56.099174
-34.898965, -56.100161
-34.899211, -56.101148
-34.898015, -56.102049
-34.897170, -56.105268
-34.897170, -56.108530
-34.897627, -56.112263
-34.898507, -56.113379
-34.898402, -56.114452
-34.898050, -56.115997
-34.898789, -56.119173
-34.900267, -56.121104
-34.901851, -56.123078
-34.903259, -56.122477
-34.904913, -56.123421
-34.905793, -56.125224
-34.906145, -56.128142
-34.905371, -56.130459
-34.905441, -56.131446
-34.906919, -56.132176
-34.908679, -56.132820
-34.909348, -56.132305
-34.909559, -56.130545
-34.911248, -56.130073
-34.912093, -56.131833
-34.911987, -56.133292
-34.911424, -56.135395
-34.912128, -56.137583
-34.912163, -56.138699
-34.911283, -56.139772
-34.910403, -56.140802
-34.910826, -56.142905
-34.912902, -56.145651
-34.915330, -56.147583
-34.917969, -56.148441
-34.919236, -56.147497
-34.919236, -56.145351
-34.920116, -56.145523
-34.921136, -56.147754
-34.922509, -56.150415
-34.923424, -56.151574
-34.924550, -56.151359
-34.925289, -56.153548
-34.927435, -56.156766
-34.929053, -56.158183
-34.931551, -56.158698
-34.932396, -56.159041
-34.933451, -56.158612
-34.934753, -56.159041
-34.935844, -56.160243
-34.934648, -56.161273
-34.932994, -56.162388
-34.932150, -56.162474
-34.932607, -56.161487
-34.932677, -56.160457
-34.931798, -56.160371
-34.930707, -56.161530
-34.929370, -56.162088
-34.928526, -56.163976
-34.927048, -56.165907
-34.926027, -56.168396
-34.925605, -56.170371
-34.925113, -56.171615
-34.924127, -56.171787
-34.922720, -56.171143
-34.921418, -56.171486
-34.920433, -56.172473
-34.919412, -56.172645
-34.918884, -56.171100
-34.917547, -56.169984
-34.915893, -56.170456
-34.914978, -56.171572
-34.915225, -56.172516
-34.915084, -56.173546
-34.914626, -56.174276
-34.914838, -56.178052
-34.915189, -56.178696
-34.914943, -56.179512
-34.916140, -56.184361
-34.916034, -56.185906
-34.915365, -56.188309
-34.912656, -56.194832
-34.912902, -56.197536
-34.912374, -56.199939
-34.911459, -56.199939
-34.910861, -56.201227
-34.910579, -56.204016
-34.911072, -56.206119
-34.912128, -56.209724
-34.911811, -56.211483
-34.911459, -56.212471
-34.910755, -56.213801
-34.911776, -56.217320
-34.910544, -56.217878
-34.909101, -56.218393
-34.907729, -56.218050
-34.907130, -56.220238
-34.907518, -56.221139
-34.906004, -56.222513
-34.903083, -56.216333
-34.903998, -56.214745
-34.901886, -56.214530
-34.901253, -56.213715
-34.902907, -56.211312
-34.901464, -56.206291
-34.899704, -56.209080
-34.899141, -56.207149
-34.900830, -56.204960
-34.899528, -56.198437
-34.896220, -56.199853
-34.897205, -56.198266
-34.896642, -56.197321
-34.891855, -56.197708
-34.892840, -56.200926
-34.891573, -56.201527
-34.890306, -56.202514
-34.888088, -56.202128
-34.887701, -56.198394
-34.884498, -56.198609
-34.882913, -56.199896
-34.883899, -56.201570
-34.882315, -56.201870
-34.880238, -56.204832
-34.876788, -56.210840
-34.874957, -56.213586
-34.874147, -56.215346
-34.874077, -56.217363
-34.877562, -56.218522
-34.877245, -56.219466
-34.874710, -56.218822
-34.874147, -56.220496
-34.872915, -56.225731
-34.875133, -56.226933
-34.878090, -56.228650
-34.879850, -56.229808
-34.878759, -56.232727
-34.880308, -56.233628
-34.879534, -56.236117
-34.877316, -56.237490
-34.876119, -56.240923
-34.875344, -56.241567
-34.876295, -56.242597
-34.876365, -56.244013
-34.877210, -56.245387
-34.877140, -56.246545
-34.877773, -56.247232
-34.879956, -56.247232
-34.882174, -56.246459
-34.882491, -56.245472
-34.882209, -56.244228
-34.883441, -56.243842
-34.884638, -56.245043
-34.889919, -56.244571
-34.891749, -56.245000
